Banglish,Hate
thai den apnara midiyate bhondami koren apnara apnader mukhe bongobondhur nam nile pap ibe gunoda rajakar bhumidus akhora awami lig shushtho nirbachon den tarpor dekhen ki hoyo,Political
kanglu kukur guloke shikkha deoyar ekhoni upojukto somoy bangladeshe bharotiyo bahini akromon chalak dekhi kukurguloke ke bachayo lungi pore kotokkhn bharote brkkhs thekate pare bangladeshe rajakar bhore geche sob koyta ke mere pakistan pathao kanglara bharoter khabe bharoter porbe bharot mohan ke gali debe ta hote pare na kanglader diye amra bocchor golami,Political
manoniyo prodhan monrike dhonnobad moodudibadobad jamat shibirer dalal mamunul hokoke ainer aotayo ana houk,Political
sorkarre asole bolode chude tai emon akam ku kam shuru korche etodin shunolam na tar nam rajakare achhe ekhon beta matro bosolo cheyare ar shuru holo todonto,Political
pagol ekta sala ziar gunogan kor,Personal
agamikal dosh bochhorer shishuke jodi jamayater amir banai tar biruddheo juddhaporadhir todonto shuru hobe ebong proman hobe se rajakar,Political
hachhina swoirachar mukto bangladesh chhai nirpokkhe nirbachon chhai,Political
nirbachon commission to nijerai bibhokto hoye porechhe,Political
awamilig kormider ei ekta prblem tader biruddhe keu kichhu bollei rajakar hoye jayo pakistani hoye jay,Political
a lig ajob meshin bhetor diye gele swadhinotar pokkher shokti pash katiye gelei rajakarsoh onek upadhi jar proman bnggbir kader siddiki biruttm,Political
tor ma to juddher somoy pakostane bhaloi aram ayesh koreche,Political
mahi bi choudhuri jatiyo beiman,Personal
nuru pagla 2017 sale chatroliger netar sathe selophi tular jonno doro dito ar 2020 sale ese bangladesher top neta eta hasykor,Political
bangladeshe bortomane awamilig neta kormi ebong police sangbadik ar neta chara khub kom sadharon manush i oporadh kore,Political
awamilig chetonabaj bybosayira kothay bangladesher deshpremik muktijoddhara morle awamilig er ki awamilig er chetona sudhu awamilig muktijoddha hindu muktijoddha bharotiyo muktijoddha der jonno chetona khada hoye jayo jemon awamilig rajakar hasinar beyai chetonar thelayo ekhon bhuya muktijoddha hoyegechhe,Political
rajakar o jongi janoyarder sindiket naki sorbshoktiman mohaprbhukeo kinote pare tara,Political
samone juta peta opekkha kortese mahi,Political
got 11 bochhore ontt 100 hottar sathe chatrolig er khunira jorito,Political
chatro lig to ean deyni borong dhandayo thake nijera o atmiyo swjonoder moddhe o takar binimoye cheyarmman o membar mile kheyechhe ar je lok lig kore tar bou bacchader o nijer name ekoi poribare tin ti kad pay kintu sadharon lok pay ni tader kanna dekhechi,Political
jotoi bhalo kheluk se holo rajakarer bngsho,Political
andalib bhai ei magir putera kisu jane na salara bura bham,Political
ekjon membarer juggota jar nai othocho kottha bole ichore pakar moto,Political
chor bad dile kono bhalo lok achhe awami liger bhitore,Political
maii oti chalak oti chaleker glayo dori ha ha ha,Political
awami lig mane binodon sob pagol awami lig,Political
rajakarra sobsomoy rajakar thakeei pakistan kokhono bangladesher bhalo chay na,Political
bodorucchhuda ar mahi bal choudhuri ekta beiman jatiyo baiman,Political
amra kaure jamater amir hoite dimuna amir hoilei rajakar banaiya dimu tarpor muhahaha,Political
eitar pichone kintu shibirer hat achhe mamu,Political
bangladeshe awamilig name notun meshin bar hoychhe je meshine ekodik diye rajakar dhukaile onyo dik diye muktijoddha bar hoyo,Political
mahi nijeke boro abdullah mone kore nijer bhot nai 10 ta,Political
tur mukhe juta rajakarer baccha,Political
haniph saheb kuttalig joyi hote senabahinir dorkar nai,Political
awami lig netader kotha ar choritro chi chi chi chi ki lojja hay hay eder abar lojja seta abar ki,Political
ghrina lage era naki banglar neta chhichhi tumra eto kharap,Political
mayanmare muslim hottar prtibade shibirer bikkhobh michhil grephotar,Political
awami lig sudhu otit niye alochona kore bortoman niye noy,Political
emosi kolejer ghotonayo naki chatrolig dayi nayoeta hasykor,Political
95 dhorshner sathe awami liger kormira prttkkho ebong porokkhbhabe jorito,Political
kuttalig ei sei lok jar jutar bari khaoyar por o aro khete chaitechhe,Political
mahi markayo 150ason chai ekhon beshi kore kha,Political
munaphek sara ta jibon jamat shibirer gibot kore geche,Political
chhinotaikari chor dakat o shibir kkadarder jubodol baniye namiye dichho etai to parbe,Political
mahibi ekta bhedodhob istpit,Personal
sorkarer indhne rijarbho churi hoyeche ekotha sotto kintu apni jodi bolen eikotha tahole sorkar apnake hoyto jongi noyto rajakar bole jele dhukiye dibe,Political
moddaliger kartik mas cholche shekh hasinake sabodhane thakar onurodh,Political
mahi ke aro age bad deya dorkar chilo sala khelop,Political
awami mane bharoter chamcha ar hasina hol bharoter bou,Political
tora jara banglar make niye kotha bolochho toder bichar edesher matitei hobe tora kake ki bolochho shamim osoman tini mujib sena banglar sahosi sontan deshortno shekh hasinar sahosi kormi sobaike bolchi oage itihas janun banglar matite rajakader thai hobe na rajakarra sabdhan,Political
mata kharap tarek jiya deshe ashobe,Political
roni madarchod taip lok,Personal
awami lig mohila liger je choritro ta somrat o papiyar choritre prokash korche,Political
biral shutokir nagal na pele bole porer hokwo khaina,Political
dure giya mor tora nagorik kos ekhon ar tokhon jodi keu sorkar ba kkhmotasin dol guloke niye motamot dey tokhon tora ar take nagorik bolobi na hoyo bolobi rajakar noyo bolobi deshodrohi noyto bolobi doliyo lok,Political
banglodeshe rajakarder sob kichhu guriye nichihno kore deshke obhisaph mukto kora ekhon somoyer dabi,Political
ektu par aoyamili songbad sommelon kore bolobe ei chhele konodin awamilig chilo na omuk jelar jamayat shibirer sobhapoti chilo,Political
ojatoni jenarel podottag korle rajakarder fasi debe ke,Political
jaroj manei bnp,Political
amar mone hoyo modi jamayat shibir,Political
deshe ekhon rajakarer thai nai tai nirbachon korle bhot o pabe na oichorer ma khaleda,Political
ei holo bangladesher rajonitikoder koyaliti chi chi bongobondhu swpno aj kothay bilin hoye gelo bhebe lojja pai,Political
dhonnobad noyadignot ar o dhonnobad janai shibir bhaideke chhaliye jao,Political
tobe ki desh ekhon rsatolekon manush jamat korleise ken hobe rajakareti desh naeta jalim der akhoraki ar likhobo naki bole amio rajakar,Political
awami lig bolte chaybienopi age merechhe ekhon awami lig marbeamora sadharon manush morbo bah sohag bhai,Political
oi police mone hoyo shibir jamat er kormi se jodi nije kormi nao hoyo tobe tar elakar keu jamat kore bhab murti orjne ebhabei kaj korte hobe ki bolen sobai,Political
mahi bi dui bab beta mile 1ta ason pabena tar abar boro boro kotha,Political
rajakarra sobsomoy rajakar thake ei pakistan kokhono bangladesher bhalo chay na,Political
rajakar der ek phota jol deya jabe na,Political
mahi bortoman rajnitite awami liger chamchami kortese,Political
bolod nijere nooyabojada solimullah mone kore,Political
bah awami lig bah chatro lig jot kukormo joto akamsob er pichhonei era chetonar nam kore besh cholche bebsha sabas bangladesh joy bangla,Political
ei oboidho sorkarer poton shuru hoye gelo,Political
jara desh o manusher jonno rajniti kore tara kon tarek ziar mot hobe na,Political
amirer cheyare ekta baccha chhele bosole seo rajakar hoye jabe,Political
seo rajakarer komandar etai ekhon chholochhe kichhui korar nei bicharer malik,Political
tahole shibir i prothom bangladesher pokkho hoye mayanmar er musolman hottar prtibade raj pothe namol bangladesher ar muslimra kothay kothay na boro hoye kaje boro hon plij,Political
duidinei rajakar hoye gelo amare amir banaile o dekha jabe ei janoyarer bacchhara amake rajakar bolobe asole sangbadik ar awami lig holo selim osomaner bhashayo,Political
rajniti bid houyar juggota ei bokachodar kon din asote parena,Political
tuder karnei jamayat aj sadharan manusher priyo dole porinot hoyeche proman chaile niropekkho nirbachon diye dekhte paris,Political
rajakar somabesh korte paren seta mondo noyo aponarato rajakarder montri banaichhen ekhon muktijoddha somabesh kore muktijuddhke opoman chara ar kichhui noyo,Political
tahole mone hoyo jamat shibirer lok e sob kotha bole bole aj desher e obostha,Political
kon bhalo kaj korechhen apni awami liger chor mama rbbani,Political
jatir jonok beche thakle toder mot bainocho der sob lathi mere bharot pathato indira gandhi sena firiye neyni dekhe bonggbobdhu deshe esei oderke deshe jaoyar nirdesh diyechhilo e shekh saheb nijei pakistani giye bhuttor sathe kolakuli korechhilo ekhon toder mot ejentra jatir pitakeo rajakar baniye felbe,Political
ami bujhi na rohinga jonno edesher manusher et chella chilli kka keu bole rohingara amader jati bhai keu bole jamati bhai keu bole bamati bhai kintu ami boli rohingara amar chudir bhai je lok nijer desher nirjatito saotalogoshthi kingba sngkhyaloghuder jonno protibad na kore rohinga jonno chilla palla kore se hoil rajakarer dudhobhai,Political
khanki magire pele kuchi kuchi kore kete kutta diye khaoyatam,Political
oikkphrnter maddhome sorkarer poton hobe,Political
le kornel japhor ekhane et ugro eke bhalo kore gaja sebon korano dorkar e kothay chilo tokhon,Political
shala bap beta dujonoi rajnoitik etim,Political
mokobul ken ei jabt jot jamayat netar fasi hoyeche tara keu rajakar ba kon oporadhi chilona dosh ektai koraner shason kayemer kaj korchilo itihase era kintu omor omolan,Political
aise arekojon jahid maniko apnar nijer deshe je prtiniyt manush khun hocche seta dekheno turske sena obhutthan karira onnay koreche tar shasti tader petei hobe jebhabe peyechhe amader desher rajakarra,Political
tomar mot jama ti mus lim der doya pro yojon nai to der ontre ka lo dag karon tora pa ki o rajaka der r kto to der sh ri re mesan toder rajakar bap der the ke ph ridou ddin musud gun bholi karon ti ni ekjon mu kti juddha o oa lem,Political
mahi tui khankir pola tor bap magir pola shala dalal,Political
emon o priyo sotto itihas tu le dhorar jonno oapona ke hoyo rajakar noyo to bharot bi rodhi ba pa kisthanop nthi upa dhi bohon kor te h te pa re bole chi len bangte der keu dabaya rakh te pa re ni par bena oapona der mot odommo sahosi dero keu dabaya rakh te par bena inoshaoallah,Political
mathe salar putera kuttar mot pidamu,Crime
rajakar hole rajakar hobe bad dile bhul hobe duniyay utsober jayga bhul korile masul dite hobe kotha guli thik,Political
jamat ki tor ma bonore chudche madar chod,Sexual
a lig netader biruddhe usokanir obhijog somporke jante chaile jela awami liger sadharon sompadok al mamun sorkar bolen usokani thakata oswabhabik noy karon ghotonar utpottisthl horipur je rsoraj daser phesobuk theke kaba shorif obomanonar kotha bola hocche se peshayo ekjon jele ebong horipur mtsyjibi somitir sadharon sompadoko oi snggthoner sobhapoti holen saler rajakar taijuddin er chhele pharuk miya pharuk abar iuniyn awami liger sobhapoti facebook ghotonar por rsorajoke pharuk bedhork pitiye pulisher kache sopordo kore,Political
prithibir majhe sobceye obhodro ar jnowar bolte ekta deshoi royeche tar nam pakistan ar bangte ek jnowar komente likhechhe taka ferot dite eihol amader bangladesh ar rajakar tobe amar mote jara pakider sure ganogayo tader pakistan chole jaoya uchit amra birerjati harte shikhini bijoyi hoyechhi setao jana achhe tader sei sahos nei taka chaoyar kutta sudhu ghoio ghoio i korte jane ar kuttake kibhabe oushod dite hoyo bhangalira jane,Political
mayanmare muslim hottar prtibade islami chhatrshibirer protibad michhile pulisher hamla ar greptar kiser enggit bohon kore,Political
ekjon oc prdiper bal chhirte pareni swrashtrmontri tar abar prsngsa,Political
tui bi en pike chor bol dakat bol tate amar ki ase jayo toder ei ekta somossha toder biruddhe keu kichhu bolle rajakar ar bi en pi hoye jayo toder histori sobai jane dalali bad diye bhalo hoye ja,Political
tumi likhe ja o bon kotto reference lagbe inobokse asole pabe khankir jaroj rajakar der gusti saph chole cholobe buira ibolis gula jhulechhe ar nobyo iblish guli jhulobe na daairekto shyut trigar bhorbo pachay chap diba matha chhitoke porbe kuttader bhuribhoj er ayjon redi hocche bhabna ba bhoyer kichhui nai bon,Political
2 salare bedhe jama kapor khule pachar moddhe krsh krsh kore marte hobe bet diye,Political
are rajakare mani bujos naki dandir bacha abar boro boro kotha boloch pagol chagl kutota,Political
jara jamayat isolamir notun amir jonab mokobul ahomed ke rajakarer komandar bole oprprchar korchhen ku ruchipurno bhasha bebohar korchhen,Political
sumon bhai juboliger pod paoyar por pori bangladesher rasta singgapur hoye geche hayre bhai,Political
alemoder kotha ograhyo kore bhaskrjo sthapon korle sorkarer samone bipod asobe khomotay tike chalenjing hoi jabe inshallah,Political
rumin ra khomotay thakle 21 she agster mot grened hamla kore kobei awamilig ke uriye deya hoto,Political
shala tuit boro ekta chur,Personal
awami liger obostha hobe muslim liger cheye bhoyabohoinoshaallah,Political
jubolig aj kkasino lige porinot hoyeche,Political
jonogoner taka ke dibe ei shoytanoke chharo dile deshe ain bolte kichhu thakbe na hajar hajar koti taka lutpat koreche jara tader ken shasti deya hobe na bideshe hajar hajar koti taka pathiye diyechhe eder ken shasti hobe na desher orthnitike dhongsho koreche jonogonke merechhe egulo rajakar thekeo kharap,Political
hachha kotha haniph nobyo rajakar tumi jorito,Political
apnara deshke bhalobasen na apnara onoke lobhi,Political
amader sorkar sontrasi khuje payna otoch tar doler bhitore boroboro sontrasiye bhora,Political
banglar jonogon bharoter pashwe kokhonei thakbe na thakbe awami lig awami lig mone kore bangladeshota awami lig er poitriik sompoi eta tader bhul dharona bangladesher malik koti jonogon khomotayo thakar jonno bharoter dalali korche awami lig amra judwo kore desh shadhin korechhi bharoter golami korar jonno noyo awami lig banglar nobyo rajakar rukhe daran ei nobyo rajakarder birudwe,Political
shunechhi ei netar pita chiklen namokora rajakar tahole era ki bangladesher bonodhu,Political
biyenopi asolei ekta pagoler dol,Political
rajakarra michhil korchhetokhon islam piyo dol gulo kothayaj tomader dorkar,Political
rajakarra michhil korche tokhon islam piyo dol gulo kothay aj tomader dorkar,Political
rabbanir kache goa mara khayni emon kon awami netri nei,Political
awamilig bohu nirlojjo dekhchi kintu monirer mot nirlojjo hingsroosobhomitthuk manush dekhi nai,Political
kire rni tui ki mahir o chatro houyar juggota rakhis na,Political
jokhon chatrolig parena ebong sorkar karo sathe jokhon parena tokhon kon ekta mittha mamla ebong phone rekordo nokol kore phasanor ekta nittsonggi sorkarer etai ami liger niti jonmo,Political
shekh hasina ki bolche seta niye matha na ghamiye nijer karadondo niye matha ghama hala pagol,Political
desher manush ekodoler shasone otishto hoye geche ar beshyer chhele bebsha thik rakhar jonyo sorkarer sathe atat kore hiyali chudacchhe,Political
manobik karne taderke bangladeshe ashryo deya ebong shornarthi shibire thakar bybostha kora proyujon pashapashi jatishongo o e byapare bangladesh sorkarke poramorsho diyechhen otoeb jatishongo tader khaoya podar bypare obosshoi sahajjo o sohojogita hat baraben ashakori bangladesh sorkar e byapare itibachok bhumika rakhben ebong niriho niraporad ruhingga abal bridda bonitader jibon rkkhayo egiye asoben,Political
